dataset,indicator,country,sex,year,method
demo_pjan,TOTAL,PL,F,1976,linear_interp
demo_pjan,TOTAL,PL,F,1977,linear_interp
demo_pjan,TOTAL,PL,F,1978,linear_interp
demo_pjan,TOTAL,PL,F,1979,linear_interp
demo_pjan,TOTAL,PL,F,1981,linear_interp
demo_pjan,TOTAL,PL,F,1982,linear_interp
demo_pjan,TOTAL,PL,F,1983,linear_interp
demo_pjan,TOTAL,PL,F,1984,linear_interp
demo_pjan,TOTAL,PL,F,1986,linear_interp
demo_pjan,TOTAL,PL,F,1987,linear_interp
demo_pjan,TOTAL,PL,F,1988,linear_interp
demo_pjan,TOTAL,PL,F,1989,linear_interp
demo_pjan,TOTAL,PL,M,1961,linear_interp
demo_pjan,TOTAL,PL,M,1962,linear_interp
demo_pjan,TOTAL,PL,M,1963,linear_interp
demo_pjan,TOTAL,PL,M,1964,linear_interp
demo_pjan,TOTAL,PL,M,1966,linear_interp
demo_pjan,TOTAL,PL,M,1967,linear_interp
demo_pjan,TOTAL,PL,M,1968,linear_interp
demo_pjan,TOTAL,PL,M,1969,linear_interp
demo_pjan,TOTAL,PL,M,1971,linear_interp
demo_pjan,TOTAL,PL,M,1972,linear_interp
demo_pjan,TOTAL,PL,M,1973,linear_interp
demo_pjan,TOTAL,PL,M,1974,linear_interp
demo_pjan,TOTAL,PL,M,1976,linear_interp
demo_pjan,TOTAL,PL,M,1977,linear_interp
demo_pjan,TOTAL,PL,M,1978,linear_interp
demo_pjan,TOTAL,PL,M,1979,linear_interp
demo_pjan,TOTAL,PL,M,1981,linear_interp
demo_pjan,TOTAL,PL,M,1982,linear_interp
demo_pjan,TOTAL,PL,M,1983,linear_interp
demo_pjan,TOTAL,PL,M,1984,linear_interp
demo_pjan,TOTAL,PL,M,1986,linear_interp
demo_pjan,TOTAL,PL,M,1987,linear_interp
demo_pjan,TOTAL,PL,M,1988,linear_interp
demo_pjan,TOTAL,PL,M,1989,linear_interp
hlth_hlye,HLY_0,NO,F,2021,linear_interp
hlth_hlye,HLY_65,NO,F,2021,linear_interp
hlth_hlye,HLY_0,NO,M,2021,linear_interp
hlth_hlye,HLY_65,NO,M,2021,linear_interp
