country,year,gdp,employed_ths,healthy_share,hly_birth,prod
FR,2019,2350614.1,26710.9,0.7739069677508745,64.16463070231742,88.0020553407036
FR,2020,2175713.2,26563.0,0.785507735139883,64.62265450701636,81.90766103226292
FR,2021,2325453.2,27273.800000000003,0.8035213256594014,66.22236965352643,85.2632636449633
FR,2022,2388630.2,27815.5,0.7841384416274052,64.47342191749853,85.87407021265123
FR,2023,2427636.2,28012.0,0.7696694158663154,63.809228883254015,86.66415107810938
FR,2024,2464158.7,28363.6,0.7663605042863908,63.60298666057526,86.87750144551468
FR,2025,2483983.3,28732.7,,,86.4514403449728
NO,1995,228413.8,2007.0,,,113.80857000498256
NO,1996,239764.8,2074.7,,,115.56600954354847
NO,1997,251973.8,2133.8,,,118.08688724341549
NO,1998,258842.3,2201.6,,,117.57008539244185
NO,1999,264491.9,2218.3,,,119.23179912545643
NO,2000,273599.6,2238.5,,,122.22452535179806
NO,2001,279518.6,2241.3,,,124.71271137286394
NO,2002,283592.6,2257.7,,,125.6112858218541
NO,2003,286701.8,2224.8,,,128.866325062927
NO,2004,299116.4,2233.3,0.8201228626612749,65.59742046730314,133.93471544351408
NO,2005,307999.3,2242.9,0.8126529603298865,65.14211702377777,137.3219046769807
NO,2006,316769.0,2307.8,0.8028050535281699,64.59062363220356,137.26016119247768
NO,2007,327603.4,2383.3,0.8237924065244773,66.34842142950832,137.45789451600723
NO,2008,330298.9,2457.3999999999996,0.8609727353799171,69.49812219149362,134.40990477740704
NO,2009,324970.3,2437.5,0.8457665657925717,68.39885657181577,133.32114871794872
NO,2010,328236.0,2431.6000000000004,0.8607177004307951,69.8,134.98766244448097
NO,2011,332782.2,2460.5,0.9229094393755585,75.04970273184284,135.2498272708799
NO,2012,342179.8,2505.5,0.8738311122933331,71.15178584680307,136.57146278187986
NO,2013,346535.5,2519.7,0.8543146126921285,69.80487979767484,137.5304599753939
NO,2014,353796.1,2536.6,0.8653588292083512,71.00606264640669,139.4765039817078
NO,2015,361028.8,2544.5,0.8553345996792281,70.35893892177826,141.885950088426
NO,2016,365691.8,2544.6,0.8490116918482125,69.91459492115915,143.71288218187536
NO,2017,375454.4,2549.6,0.8586066336439443,70.90683654104535,147.26011923438972
NO,2018,379623.4,2587.4,0.8511801848704211,70.41009511824774,146.7200278271624
NO,2019,385202.8,2615.7,0.840173823522809,69.66219878263102,147.26566502274727
NO,2020,379961.8,2605.2,0.8251327305850833,68.61612152962788,145.84745892829727
NO,2021,395704.3,2657.8,0.8178092883155699,67.9692396031509,148.88415230641883
NO,2022,411850.6,2729.2,0.8166191404743431,67.3227610791721,150.90524695881578
NO,2023,413303.2,2752.9,0.7824745144134254,64.91528734643789,150.13374986378003
NO,2024,419187.5,2767.4,0.7781950903842344,64.66745837945027,151.47340463973404
NO,2025,423621.7,2767.7,,,153.05911045272248
PL,1997,222538.5,14636.599999999999,,,15.204248254376019
PL,1998,232823.3,14878.5,,,15.648304600598177
PL,1999,243764.1,14522.5,,,16.785271131003615
PL,2000,255114.6,14145.4,,,18.03516337466597
PL,2001,258262.1,13906.400000000001,,,18.571456307887015
PL,2002,263172.2,13508.7,,,19.4816821751908
PL,2003,272444.7,13379.5,,,20.362846145222168
PL,2004,286314.3,13420.0,,,21.334895678092398
PL,2005,295650.5,13834.1,0.8536836771056928,64.14207845242692,21.371140876529733
PL,2006,313987.0,14338.400000000001,0.805887870435878,60.7236698953837,21.898328962785246
PL,2007,335214.0,14996.5,0.7902950586897021,59.61505522330618,22.352815656986632
PL,2008,349909.0,15557.4,0.80410672694561,60.87460994293656,22.491483152711893
PL,2009,359059.6,15629.5,0.7972284377178817,60.47191785498779,22.973198118941742
PL,2010,370437.9,15233.0,0.7905193313991226,60.459883711037165,24.318118558392964
PL,2011,389906.1,15312.8,0.7966613471607,61.21480887413244,25.462756648033018
PL,2012,395800.7,15340.199999999999,0.7935705782836894,61.00877028752154,25.801534530188658
PL,2013,398508.9,15313.3,0.7909464325617898,61.00564817871432,26.02371141426081
PL,2014,414132.5,15591.0,0.7887202584074913,61.29614662120874,26.562279520236032
PL,2015,432485.8,15811.5,0.7954103816834835,61.699400501725876,27.352610441767066
PL,2016,445595.2,15901.900000000001,0.8079859898650635,63.00272083207379,28.02150686395965
PL,2017,468554.3,16078.8,0.7974542046428483,62.09648229461361,29.14112371570018
PL,2018,497819.6,16133.4,0.8034183236357945,62.46084177642983,30.856459270829458
PL,2019,520622.0,16549.2,0.8016364409937292,62.55107064496567,31.459043337442292
PL,2020,510024.4,16557.0,0.8136935411166174,62.36382694535753,30.804155342151358
PL,2021,545354.7,16742.9,0.8290809229105289,62.71254346618787,32.572296316647645
PL,2022,574015.6,16810.9,0.8087438783119828,62.50357301582951,34.14544135055232
PL,2023,575448.4,16865.1,0.8050428944016467,63.094333460413395,34.12066338177657
PL,2024,594143.0,16771.300000000003,0.8244831472180068,64.74952195422459,35.42617447663567
PL,2025,615721.8,16748.0,,,36.76390016718415
RO,1997,92401.8,10175.7,,,9.080633273386598
RO,1998,90526.2,10013.2,,,9.040686294091797
RO,1999,90185.2,9869.7,,,9.137582702615074
RO,2000,92404.9,9765.0,,,9.462867383512544
RO,2001,97226.8,9674.1,,,10.050216557612595
RO,2002,102771.6,8974.5,,,11.451512619087415
RO,2003,105177.6,8764.5,,,12.000410747903475
RO,2004,116145.7,8787.6,,,13.216998953070235
RO,2005,121567.5,8651.2,,,14.052096818938413
RO,2006,131327.9,8837.6,,,14.860131709966506
RO,2007,140827.9,8842.5,0.8407135392718005,61.47735555088301,15.92625388747526
RO,2008,153935.5,8882.2,0.8362807040898644,61.536437317123045,17.33078516583729
RO,2009,145443.3,8804.7,0.8245100758232448,60.780186734141246,16.518825172919005
RO,2010,139762.5,8306.7,0.7775699903112959,57.35394584877232,16.8252735743436
RO,2011,146045.7,8139.5,0.7687373387108049,57.19472093229689,17.94283432643283
RO,2012,148825.9,8221.6,0.7739543417175283,57.599999999999994,18.10181716454218
RO,2013,149240.7,8178.9,0.7787075174547032,58.44130922792793,18.24703811025933
RO,2014,155383.5,8254.3,0.7876626750355125,59.00228204693855,18.824552051657925
RO,2015,160289.0,8234.8,0.7895660878699672,59.15344603021734,19.464832175644826
RO,2016,164873.2,8166.1,0.7889326007867394,59.390665883626426,20.189956037765885
RO,2017,178385.3,8363.2,0.7807179867625115,58.69104479450643,21.329790032523434
RO,2018,188008.3,8381.8,0.788300571107236,59.40433867368545,22.43053997947935
RO,2019,195454.0,8407.900000000001,0.7969283675253566,60.2574555416381,23.24647058123907
RO,2020,188421.5,8272.2,0.8067650478817057,59.91264998961655,22.777677038756316
RO,2021,198949.3,7667.6,0.7931550344155567,57.75999480669955,25.946749960874325
RO,2022,207280.7,7728.299999999999,0.7849079584514754,59.0088673071997,26.820995561766498
RO,2023,211960.5,7613.5,0.7741210141986751,59.14261971570216,27.840086688119786
RO,2024,213902.1,7771.5,0.8490922810586166,64.97614879835801,27.52391430225825
RO,2025,215352.0,7614.599999999999,,,28.281459301867468
