country,sex,year,employed_ths,hly_65,hly_birth,le_15_alt,le_65,le_birth,pop_total,unemp_rate,working_life_yrs,pop_15_64,pop_65p,coicop_education,coicop_hotels_rest,coicop_recreation,gov_health_exp,gov_social_exp,nace_q_va,vacancy_count,vacancy_rate,covid,statutory_retirement_age,required_service_years,healthy_share,potential_workers,span_ceiling,supply_ceiling,supply_realized,realization_ratio,vacancies_sex,jobs,demand,balance_ceiling,balance_realized
BG,M,2012,1517.2,8.7,62.1,56.9,13.9,70.9,3566767.0,14.6,32.7,2501386.0,561367.0,501.9,4317.3,3870.7,1839.3,5196.6,1603.4,16424.0,0.725,0,64.75,39.83,0.8758815232722144,2190917.779971791,49.75,108998159.5535966,71643011.40507758,0.6572864321608041,8607.721441155134,1525807.721441155,60772921.5450012,48225238.0085954,10870089.860076375
BG,M,2013,1518.0,8.7,62.4,57.2,14.2,71.3,3500611.0,14.9,33.2,2421346.0,566960.0,460.0,3789.2,3887.4,1899.1,5672.0,1556.4,14714.75,0.6499999999999999,0,64.75,39.83,0.8751753155680224,2119102.2496493687,49.75,105425336.92005609,70354194.68835905,0.6673366834170855,7730.399896175809,1525730.3998961758,60769841.827864684,44655495.092191406,9584352.860494368
BG,M,2014,1543.3,8.7,62.0,56.8,14.1,71.1,3454629.0,13.3,33.3,2372162.0,574324.0,528.0,4042.8,4229.8,2345.5,5728.2,1436.1,15841.25,0.725,0,64.75,39.83,0.8720112517580872,2068551.9549929677,49.75,102910459.76090014,68882780.10126582,0.6693467336683416,8351.370200519234,1551651.3702005192,61802274.075086676,41108185.685813464,7080506.026179142
BG,M,2015,1571.7,8.7,61.5,56.8,14.0,71.2,3407807.0,10.8,33.4,2323762.0,581563.0,582.9,4148.3,4433.1,2429.9,5949.1,1458.3,17677.0,0.8,0,64.75,39.83,0.8637640449438202,2007182.0646067415,49.75,99857307.71418539,67039880.95786516,0.671356783919598,9343.514679670423,1581043.5146796703,62972963.18969127,36884344.52449412,4066917.768173896
BG,M,2016,1569.3,9.2,64.0,56.9,14.2,71.3,3359761.0,9.2,33.1,2273830.0,590290.0,661.3,3927.7,4680.0,2414.3,6001.1,1376.2,19552.25,0.8500000000000001,0,64.75,39.83,0.8976157082748949,2041025.5259467042,49.75,101541019.91584854,67557944.90883592,0.6653266331658292,10385.995303455979,1579685.995303456,62918893.19293665,38622126.72291189,4639051.715899266
BG,M,2017,1638.6,8.4,62.9,56.9,14.1,71.4,3311969.0,7.4,34.5,2226571.0,594422.0,680.5,3980.5,4767.9,2547.4,6436.5,1367.4,19388.0,0.8250000000000001,0,64.75,39.83,0.8809523809523808,1961503.0238095236,49.75,97584775.43452379,67671854.32142857,0.6934673366834171,10336.818116743672,1648936.8181167436,65677153.465589896,31907621.968933895,1994700.8558386713
BG,M,2018,1636.6,9.2,64.0,56.9,14.2,71.5,3263234.0,6.7,34.6,2180076.0,595914.0,697.8,3935.0,4907.8,2785.9,6720.5,1461.9,20867.75,0.925,0,64.75,39.83,0.8951048951048951,1951396.6993006994,49.75,97081985.7902098,67518325.7958042,0.6954773869346734,11128.832002737225,1647728.8320027373,65629039.37866902,31452946.411540776,1889286.417135179
BG,M,2019,1565.6,9.2,64.4,56.9,14.2,71.6,3213926.0,5.5,35.6,2133627.0,598980.0,633.8,3988.8,5502.8,2845.5,7047.7,1488.8,20149.75,0.875,0,64.75,39.83,0.899441340782123,1919072.329608939,49.75,95473848.3980447,68318974.93407823,0.7155778894472362,10708.231025118805,1576308.2310251188,62784356.84173048,32689491.556314223,5534618.092347749
BG,M,2020,1509.3,8.6,63.6,55.2,12.9,70.0,3163414.0,6.4,34.7,2089098.0,600626.0,692.9,2620.8,4865.7,3600.0,8051.5,1713.7,16709.5,0.75,1,64.75,39.83,0.9085714285714286,1898094.7542857144,49.75,94430214.0257143,65863887.97371429,0.6974874371859298,8900.842927225242,1518200.8429272252,60469939.57379138,33960274.451922916,5393948.399922915
BG,M,2021,1481.3,7.7,61.6,53.3,11.6,68.0,3142310.0,5.4,33.9,2071184.0,597768.0,886.3,3076.3,5887.2,4170.4,9209.1,1770.3,18129.0,0.775,1,64.75,39.83,0.9058823529411765,1876249.0352941176,49.75,93343389.50588235,63604842.29647058,0.6814070351758794,9641.160228333454,1490941.1602283334,59384186.411894515,33959203.09398784,4220655.884576067
BG,M,2022,1503.2,9.2,64.5,56.1,13.2,70.6,3118181.0,4.3,35.5,2046678.0,600611.0,910.1,4125.0,5692.9,4770.2,11403.0,2003.5,19100.25,0.8500000000000001,0,64.75,39.83,0.9135977337110482,1869840.3824362608,49.75,93024559.02620398,66379333.57648726,0.7135678391959799,10107.190410814237,1513307.1904108142,60275025.39406273,32749533.632141247,6104308.18242453
BG,M,2023,1489.8,10.4,66.3,57.6,14.6,72.0,3099503.0,4.4,35.8,2033232.0,597351.0,,,,5098.1,13060.9,2102.0,17735.0,0.775,0,64.75,39.83,0.9208333333333333,1872267.7999999998,49.75,93145323.05,67027187.23999999,0.7195979899497487,9363.71797143566,1499163.7179714357,59711690.886802286,33433632.16319771,7315496.353197701
BG,M,2024,1490.4,11.0,66.8,57.7,14.7,72.2,3097698.0,4.4,36.0,2026915.0,603231.0,,,,5618.4,15091.9,2388.7,17276.25,0.775,0,64.75,39.83,0.9252077562326869,1875317.4792243766,49.75,93297044.59141274,67511429.25207756,0.7236180904522613,9128.092385138967,1499528.0923851389,59726203.91970008,33570840.67171266,7785225.332377486
CH,F,2011,1916.5,12.8,64.7,70.4,22.6,85.0,3992708.0,4.8,38.2,2655045.0,758153.0,3078.5,28597.0,23949.0,9840.9,64626.2,37158.7,59103.5,1.275,0,64.5,44.0,0.7611764705882353,2020957.7823529413,49.5,100037410.22647059,77200587.28588237,0.7717171717171718,27168.72727381752,1943668.7272738174,85521424.00004797,14515986.226422623,-8320836.714165598
CH,F,2012,1944.7,14.2,67.6,70.3,22.3,84.9,4032409.0,4.7,38.5,2676120.0,775054.0,3147.6,27870.7,24504.1,10923.0,67087.2,38976.8,54602.25,1.15,0,64.5,44.0,0.7962308598351,2130809.3286219076,49.5,105475061.76678443,82036159.15194345,0.7777777777777778,25196.354216595875,1969896.3542165959,86675439.58553022,18799622.181254208,-4639280.433586776
CH,F,2013,1966.0,10.4,58.4,70.4,22.4,85.0,4070536.0,4.9,38.7,2696259.0,790363.0,3205.7,28171.9,24162.1,11235.7,70640.5,40901.4,57046.0,1.175,0,64.5,44.0,0.6870588235294117,1852488.536470588,49.5,91698182.55529411,71691306.36141177,0.7818181818181819,26414.91261952989,1992414.91261953,87666256.15525933,4031926.4000347853,-15974949.79384756
CH,F,2014,2006.8,9.4,56.7,70.5,22.7,85.4,4117540.0,5.0,39.3,2721690.0,806295.0,3059.4,27870.4,23951.0,11474.7,71721.3,42664.2,58579.25,1.2,0,64.5,44.0,0.6639344262295082,1807023.68852459,49.5,89447672.5819672,71016030.95901638,0.7939393939393938,27295.634554657747,2034095.6345546579,89500207.92040494,-52535.338437736034,-18484176.96138856
CH,F,2015,2041.6,9.7,57.8,70.3,22.4,85.1,4163786.0,4.9,39.6,2746256.0,821864.0,3064.9,27547.3,24349.9,13296.5,82609.1,43622.4,52878.25,1.075,0,64.5,44.0,0.6792009400705054,1865259.6568742658,49.5,92330353.01527615,73864282.41222093,0.8,24699.987461962613,2066299.9874619625,90917199.44832635,1413153.5669497997,-17052917.036105424
CH,F,2016,2074.6,9.8,57.7,70.6,22.9,85.6,4205655.0,5.0,40.0,2768685.0,835426.0,3115.6,27676.9,23393.4,13415.7,82928.1,45877.7,53691.75,1.1,0,64.5,44.0,0.6740654205607477,1866274.8189252338,49.5,92380603.53679907,74650992.75700936,0.8080808080808081,25183.44702810246,2099783.4470281024,92390471.66923651,-9868.132437437773,-17739478.912227154
CH,F,2017,2078.7,10.2,59.4,70.7,22.8,85.6,4246113.0,5.1,40.0,2787314.0,848449.0,3175.8,28324.8,23291.2,13003.5,81896.4,47711.5,60172.5,1.2,0,64.5,44.0,0.6939252336448598,1934187.5186915887,49.5,95742282.17523363,77367500.74766354,0.8080808080808081,28080.22982893319,2106780.229828933,92698330.11247304,3043952.0627605915,-15330829.364809498
